id,data,mes,hora,tipo_ocorrencia,regiao,prioridade,tempo_resposta_min,idade_vitima,status
1539,2025-09-06 11:32:05,Sep,11,Resgate em Altura,Zona Norte,Alta,8,31,Concluído
1540,2025-05-24 11:32:05,May,11,Acidente Veicular,Região Metropolitana,Média,27,47,Cancelado
1541,2025-09-30 11:32:05,Sep,11,Incêndio Florestal,Zona Norte,Baixa,14,43,Concluído
1542,2025-04-30 11:32:05,Apr,11,Resgate em Altura,Zona Norte,Baixa,33,17,Concluído
1543,2025-08-22 11:32:05,Aug,11,Acidente Veicular,Zona Sul,Baixa,18,16,Concluído
1544,2025-02-05 11:32:05,Feb,11,Acidente Veicular,Região Metropolitana,Alta,11,17,Concluído
1545,2025-01-14 11:32:05,Jan,11,Vazamento de Gás,Zona Norte,Baixa,29,41,Concluído
1546,2025-10-19 11:32:05,Oct,11,Salvamento Aquático,Zona Oeste,Alta,5,36,Concluído
1547,2025-10-21 11:32:05,Oct,11,Incêndio Florestal,Região Metropolitana,Média,30,55,Concluído
1548,2025-02-18 11:32:05,Feb,11,Incêndio Florestal,Centro,Baixa,20,18,Concluído
1549,2025-05-14 11:32:05,May,11,Incêndio Florestal,Zona Sul,Baixa,27,44,Concluído
1550,2025-03-15 11:32:05,Mar,11,Acidente Veicular,Zona Oeste,Alta,11,77,Concluído
1551,2025-10-27 11:32:05,Oct,11,Resgate em Altura,Centro,Baixa,22,37,Concluído
1552,2025-07-11 11:32:05,Jul,11,Salvamento Aquático,Centro,Média,30,50,Concluído
1553,2025-07-09 11:32:05,Jul,11,Salvamento Aquático,Zona Oeste,Baixa,20,53,Concluído
1554,2025-10-09 11:32:05,Oct,11,Acidente Veicular,Centro,Alta,10,14,Concluído
1555,2025-01-01 11:32:05,Jan,11,Incêndio Florestal,Zona Norte,Baixa,20,38,Concluído
1556,2025-12-09 11:32:05,Dec,11,Salvamento Aquático,Zona Sul,Baixa,38,21,Concluído
1557,2025-02-09 11:32:05,Feb,11,Acidente Veicular,Centro,Alta,10,13,Concluído
1558,2025-03-09 11:32:05,Mar,11,Salvamento Aquático,Região Metropolitana,Média,22,27,Concluído
1559,2025-07-15 11:32:05,Jul,11,APH - Mal Súbito,Zona Sul,Média,16,74,Concluído
1560,2025-05-12 11:32:05,May,11,Salvamento Aquático,Zona Norte,Baixa,30,17,Concluído
1561,2025-06-26 11:32:05,Jun,11,Salvamento Aquático,Zona Oeste,Média,36,1,Concluído
1562,2025-03-27 11:32:05,Mar,11,Incêndio em Edifício,Região Metropolitana,Alta,11,37,Concluído
1563,2025-12-09 11:32:05,Dec,11,Incêndio Florestal,Região Metropolitana,Média,18,1,Concluído
1564,2025-11-04 11:32:05,Nov,11,Incêndio em Edifício,Centro,Média,49,26,Concluído
1565,2025-07-01 11:32:05,Jul,11,Incêndio em Edifício,Centro,Alta,13,21,Cancelado
1566,2025-01-27 11:32:05,Jan,11,Acidente Veicular,Região Metropolitana,Média,32,25,Concluído
1567,2025-02-15 11:32:05,Feb,11,Vazamento de Gás,Zona Sul,Média,19,16,Concluído
1568,2025-02-08 11:32:05,Feb,11,Incêndio Florestal,Zona Oeste,Baixa,30,23,Em Andamento
1569,2025-02-18 11:32:05,Feb,11,Vazamento de Gás,Zona Norte,Baixa,36,37,Concluído
1570,2025-09-28 11:32:05,Sep,11,APH - Mal Súbito,Zona Sul,Baixa,19,74,Concluído
1571,2025-04-28 11:32:05,Apr,11,Vazamento de Gás,Zona Norte,Alta,9,46,Em Andamento
1572,2025-02-18 11:32:05,Feb,11,Incêndio em Edifício,Zona Oeste,Alta,11,21,Concluído
1573,2025-07-15 11:32:05,Jul,11,Incêndio em Edifício,Região Metropolitana,Alta,8,27,Concluído
1574,2025-02-28 11:32:05,Feb,11,Incêndio Florestal,Zona Sul,Baixa,33,41,Concluído
1575,2025-07-08 11:32:05,Jul,11,Incêndio Florestal,Centro,Baixa,10,46,Concluído
1576,2025-11-24 11:32:05,Nov,11,Acidente Veicular,Zona Sul,Baixa,25,43,Concluído
1577,2025-09-11 11:32:05,Sep,11,Resgate em Altura,Zona Sul,Média,34,28,Concluído
1578,2025-08-03 11:32:05,Aug,11,Acidente Veicular,Zona Sul,Alta,9,25,Concluído
1579,2025-10-22 11:32:05,Oct,11,APH - Mal Súbito,Zona Oeste,Alta,10,54,Concluído
1580,2025-09-05 11:32:05,Sep,11,Incêndio Florestal,Região Metropolitana,Baixa,26,41,Concluído
1581,2025-02-14 11:32:05,Feb,11,Vazamento de Gás,Centro,Baixa,28,8,Concluído
1582,2025-04-01 11:32:05,Apr,11,APH - Mal Súbito,Zona Norte,Baixa,22,84,Concluído
1583,2025-03-06 11:32:05,Mar,11,Acidente Veicular,Zona Norte,Média,39,62,Concluído
1584,2025-03-06 11:32:05,Mar,11,Incêndio em Edifício,Zona Sul,Alta,8,36,Concluído
1585,2025-10-23 11:32:05,Oct,11,APH - Mal Súbito,Centro,Baixa,30,69,Concluído
1586,2025-07-21 11:32:05,Jul,11,Acidente Veicular,Zona Oeste,Alta,11,19,Cancelado
1587,2025-06-21 11:32:05,Jun,11,Incêndio Florestal,Região Metropolitana,Baixa,26,21,Concluído
1588,2025-01-03 11:32:05,Jan,11,Resgate em Altura,Zona Oeste,Média,28,42,Concluído
1589,2025-04-21 11:32:05,Apr,11,Resgate em Altura,Zona Sul,Baixa,17,38,Concluído
1590,2025-08-03 11:32:05,Aug,11,Salvamento Aquático,Região Metropolitana,Baixa,9,12,Concluído
1591,2025-02-01 11:32:05,Feb,11,Salvamento Aquático,Zona Oeste,Baixa,25,53,Concluído
1592,2025-10-20 11:32:05,Oct,11,Acidente Veicular,Região Metropolitana,Média,32,27,Concluído
1593,2025-12-10 11:32:05,Dec,11,Acidente Veicular,Zona Norte,Alta,11,51,Concluído
1594,2025-11-30 11:32:05,Nov,11,Vazamento de Gás,Centro,Baixa,30,43,Em Andamento
1595,2025-09-02 11:32:05,Sep,11,Salvamento Aquático,Região Metropolitana,Média,1,18,Concluído
1596,2025-10-11 11:32:05,Oct,11,Acidente Veicular,Zona Oeste,Alta,13,43,Concluído
1597,2025-01-25 11:32:05,Jan,11,Resgate em Altura,Zona Oeste,Média,23,34,Concluído
1598,2024-12-14 11:32:05,Dec,11,Acidente Veicular,Zona Sul,Média,18,64,Concluído
1599,2025-08-07 11:32:05,Aug,11,Incêndio em Edifício,Centro,Média,5,27,Concluído
1600,2025-10-25 11:32:05,Oct,11,Acidente Veicular,Zona Oeste,Alta,7,28,Concluído
1601,2025-05-31 11:32:05,May,11,Resgate em Altura,Região Metropolitana,Média,45,30,Em Andamento
1602,2025-06-26 11:32:05,Jun,11,Vazamento de Gás,Zona Sul,Alta,8,29,Concluído
1603,2025-02-14 11:32:05,Feb,11,Acidente Veicular,Centro,Alta,7,66,Em Andamento
1604,2025-12-01 11:32:05,Dec,11,Incêndio em Edifício,Zona Oeste,Média,29,36,Em Andamento
1605,2024-12-22 11:32:05,Dec,11,Incêndio Florestal,Centro,Baixa,27,20,Concluído
1606,2025-09-05 11:32:05,Sep,11,Resgate em Altura,Centro,Média,47,25,Concluído
1607,2025-10-28 11:32:05,Oct,11,Acidente Veicular,Zona Norte,Alta,11,22,Em Andamento
1608,2025-05-30 11:32:05,May,11,Incêndio em Edifício,Zona Oeste,Média,28,61,Concluído
1609,2024-12-19 11:32:05,Dec,11,APH - Mal Súbito,Região Metropolitana,Média,26,88,Concluído
1610,2025-03-26 11:32:05,Mar,11,APH - Mal Súbito,Zona Oeste,Baixa,16,69,Concluído
1611,2025-02-01 11:32:05,Feb,11,Vazamento de Gás,Zona Sul,Média,26,42,Concluído
1612,2025-10-05 11:32:05,Oct,11,Resgate em Altura,Centro,Baixa,18,21,Em Andamento
1613,2025-06-09 11:32:05,Jun,11,Resgate em Altura,Zona Sul,Baixa,16,43,Concluído
1614,2025-02-27 11:32:05,Feb,11,Resgate em Altura,Zona Oeste,Média,22,33,Em Andamento
1615,2025-07-23 11:32:05,Jul,11,Incêndio em Edifício,Zona Sul,Alta,10,34,Concluído
1616,2025-11-27 11:32:05,Nov,11,APH - Mal Súbito,Zona Norte,Baixa,33,59,Cancelado
1617,2025-08-23 11:32:05,Aug,11,APH - Mal Súbito,Zona Norte,Média,45,55,Concluído
1618,2025-06-13 11:32:05,Jun,11,Incêndio em Edifício,Zona Sul,Alta,9,34,Concluído
1619,2025-04-12 11:32:05,Apr,11,Incêndio em Edifício,Zona Norte,Média,40,43,Concluído
1620,2025-11-01 11:32:05,Nov,11,Resgate em Altura,Zona Oeste,Baixa,23,34,Concluído
1621,2025-03-29 11:32:05,Mar,11,Incêndio Florestal,Zona Norte,Média,30,35,Concluído
1622,2025-06-11 11:32:05,Jun,11,Incêndio Florestal,Zona Norte,Alta,6,50,Concluído
1623,2025-03-29 11:32:05,Mar,11,Salvamento Aquático,Zona Sul,Média,26,33,Concluído
1624,2025-04-07 11:32:05,Apr,11,Incêndio Florestal,Zona Oeste,Média,21,45,Concluído
1625,2025-03-18 11:32:05,Mar,11,Resgate em Altura,Zona Oeste,Média,42,29,Cancelado
1626,2025-08-21 11:32:05,Aug,11,APH - Mal Súbito,Zona Sul,Baixa,7,51,Concluído
1627,2025-06-19 11:32:05,Jun,11,Acidente Veicular,Região Metropolitana,Alta,10,44,Concluído
1628,2025-01-04 11:32:05,Jan,11,Incêndio Florestal,Zona Norte,Baixa,14,14,Concluído
1629,2025-05-26 11:32:05,May,11,Incêndio em Edifício,Região Metropolitana,Alta,12,47,Concluído
1630,2025-12-01 11:32:05,Dec,11,Acidente Veicular,Zona Norte,Baixa,14,11,Concluído
1631,2024-12-29 11:32:05,Dec,11,Salvamento Aquático,Região Metropolitana,Alta,12,50,Concluído
1632,2025-10-15 11:32:05,Oct,11,Incêndio em Edifício,Zona Sul,Alta,11,63,Concluído
1633,2025-11-17 11:32:05,Nov,11,Acidente Veicular,Zona Oeste,Alta,10,24,Concluído
1634,2025-06-04 11:32:05,Jun,11,Incêndio Florestal,Centro,Baixa,25,18,Concluído
1635,2025-07-31 11:32:05,Jul,11,Incêndio Florestal,Centro,Média,19,18,Concluído
1636,2025-08-20 11:32:05,Aug,11,Acidente Veicular,Zona Norte,Média,20,55,Concluído
1637,2025-07-20 11:32:05,Jul,11,Salvamento Aquático,Zona Norte,Baixa,45,32,Concluído
1638,2025-10-10 11:32:05,Oct,11,Vazamento de Gás,Zona Oeste,Alta,11,25,Concluído
1639,2025-11-18 11:32:05,Nov,11,Salvamento Aquático,Zona Norte,Média,21,33,Concluído
1640,2025-04-02 11:32:05,Apr,11,Vazamento de Gás,Zona Norte,Média,39,54,Concluído
1641,2025-10-06 11:32:05,Oct,11,Salvamento Aquático,Zona Norte,Baixa,23,53,Concluído
1642,2025-05-04 11:32:05,May,11,APH - Mal Súbito,Região Metropolitana,Média,27,41,Concluído
1643,2025-01-04 11:32:05,Jan,11,Resgate em Altura,Zona Oeste,Baixa,23,54,Em Andamento
1644,2025-09-22 11:32:05,Sep,11,Incêndio em Edifício,Centro,Alta,12,22,Concluído
1645,2025-02-11 11:32:05,Feb,11,Resgate em Altura,Região Metropolitana,Baixa,16,46,Concluído
1646,2025-01-12 11:32:05,Jan,11,Salvamento Aquático,Centro,Baixa,20,26,Em Andamento
1647,2025-01-24 11:32:05,Jan,11,Acidente Veicular,Zona Oeste,Alta,7,30,Concluído
1648,2025-03-13 11:32:05,Mar,11,Resgate em Altura,Zona Oeste,Baixa,24,12,Concluído
1649,2025-09-23 11:32:05,Sep,11,Salvamento Aquático,Zona Oeste,Baixa,22,23,Concluído
1650,2025-05-15 11:32:05,May,11,Resgate em Altura,Zona Norte,Média,7,36,Concluído
1651,2025-05-20 11:32:05,May,11,APH - Mal Súbito,Região Metropolitana,Média,25,48,Concluído
1652,2025-04-16 11:32:05,Apr,11,Salvamento Aquático,Zona Oeste,Alta,11,25,Concluído
1653,2025-05-18 11:32:05,May,11,Incêndio em Edifício,Região Metropolitana,Alta,8,9,Concluído
1654,2025-09-26 11:32:05,Sep,11,APH - Mal Súbito,Centro,Baixa,18,74,Concluído
1655,2025-06-20 11:32:05,Jun,11,APH - Mal Súbito,Centro,Baixa,22,68,Concluído
1656,2025-05-04 11:32:05,May,11,Incêndio Florestal,Região Metropolitana,Média,28,49,Cancelado
1657,2025-05-18 11:32:05,May,11,Incêndio em Edifício,Centro,Alta,12,33,Concluído
1658,2025-09-18 11:32:05,Sep,11,Salvamento Aquático,Centro,Baixa,13,23,Concluído
1659,2025-08-26 11:32:05,Aug,11,Resgate em Altura,Região Metropolitana,Média,24,38,Concluído
1660,2025-02-23 11:32:05,Feb,11,APH - Mal Súbito,Zona Norte,Baixa,4,65,Concluído
1661,2025-06-16 11:32:05,Jun,11,Acidente Veicular,Zona Norte,Alta,8,27,Concluído
1662,2025-09-14 11:32:05,Sep,11,APH - Mal Súbito,Centro,Média,34,65,Concluído
1663,2025-12-11 11:32:05,Dec,11,Incêndio Florestal,Zona Norte,Baixa,47,55,Concluído
1664,2025-04-02 11:32:05,Apr,11,Resgate em Altura,Zona Oeste,Baixa,20,55,Concluído
1665,2025-05-17 11:32:05,May,11,Incêndio em Edifício,Região Metropolitana,Alta,10,46,Concluído
1666,2025-06-30 11:32:05,Jun,11,Incêndio em Edifício,Zona Oeste,Alta,6,36,Concluído
1667,2025-11-08 11:32:05,Nov,11,Acidente Veicular,Zona Oeste,Alta,12,32,Concluído
1668,2025-09-21 11:32:05,Sep,11,Vazamento de Gás,Região Metropolitana,Média,39,32,Concluído
1669,2025-02-19 11:32:05,Feb,11,Salvamento Aquático,Centro,Alta,11,11,Concluído
1670,2025-01-13 11:32:05,Jan,11,Incêndio em Edifício,Zona Oeste,Alta,11,28,Concluído
1671,2025-01-15 11:32:05,Jan,11,Incêndio em Edifício,Zona Sul,Alta,12,32,Concluído
1672,2025-03-07 11:32:05,Mar,11,Salvamento Aquático,Zona Oeste,Baixa,34,44,Concluído
1673,2025-08-05 11:32:05,Aug,11,Resgate em Altura,Zona Norte,Média,23,38,Concluído
1674,2025-02-24 11:32:05,Feb,11,Acidente Veicular,Centro,Alta,11,18,Concluído
1675,2025-04-07 11:32:05,Apr,11,Incêndio em Edifício,Zona Norte,Média,37,69,Concluído
1676,2025-04-15 11:32:05,Apr,11,Incêndio em Edifício,Zona Sul,Alta,9,45,Concluído
1677,2025-05-10 11:32:05,May,11,Vazamento de Gás,Zona Oeste,Média,35,33,Concluído
1678,2025-04-03 11:32:05,Apr,11,Acidente Veicular,Centro,Alta,7,56,Concluído
1679,2025-07-05 11:32:05,Jul,11,Incêndio em Edifício,Região Metropolitana,Alta,9,12,Em Andamento
1680,2025-01-27 11:32:05,Jan,11,APH - Mal Súbito,Zona Sul,Média,34,83,Concluído
1681,2025-06-21 11:32:05,Jun,11,Incêndio em Edifício,Zona Oeste,Média,29,30,Concluído
1682,2025-01-04 11:32:05,Jan,11,Incêndio Florestal,Zona Sul,Alta,9,23,Concluído
1683,2025-11-01 11:32:05,Nov,11,Acidente Veicular,Zona Sul,Média,41,25,Concluído
1684,2025-02-06 11:32:05,Feb,11,Salvamento Aquático,Centro,Média,16,36,Concluído
1685,2025-07-12 11:32:05,Jul,11,Salvamento Aquático,Centro,Baixa,23,53,Concluído
1686,2025-10-05 11:32:05,Oct,11,Resgate em Altura,Região Metropolitana,Alta,10,18,Concluído
1687,2025-11-25 11:32:05,Nov,11,Vazamento de Gás,Zona Norte,Baixa,26,45,Concluído
1688,2025-07-15 11:32:05,Jul,11,APH - Mal Súbito,Zona Sul,Média,42,74,Concluído
1689,2025-03-11 11:32:05,Mar,11,Resgate em Altura,Centro,Baixa,20,44,Concluído
1690,2025-08-02 11:32:05,Aug,11,Salvamento Aquático,Zona Norte,Baixa,26,58,Concluído
1691,2025-12-04 11:32:05,Dec,11,APH - Mal Súbito,Zona Norte,Baixa,12,28,Concluído
1692,2025-06-12 11:32:05,Jun,11,Resgate em Altura,Centro,Média,29,35,Concluído
1693,2025-03-13 11:32:05,Mar,11,Incêndio Florestal,Zona Sul,Baixa,23,18,Concluído
1694,2025-02-11 11:32:05,Feb,11,Incêndio em Edifício,Centro,Alta,7,46,Cancelado
1695,2025-03-29 11:32:05,Mar,11,APH - Mal Súbito,Centro,Média,30,51,Concluído
1696,2025-10-03 11:32:05,Oct,11,Salvamento Aquático,Zona Sul,Baixa,33,56,Concluído
1697,2025-03-19 11:32:05,Mar,11,Incêndio em Edifício,Zona Oeste,Alta,7,44,Concluído
1698,2025-10-30 11:32:05,Oct,11,Acidente Veicular,Centro,Média,23,33,Concluído
1699,2025-07-13 11:32:05,Jul,11,Incêndio Florestal,Zona Sul,Média,48,48,Concluído
1700,2025-11-25 11:32:05,Nov,11,APH - Mal Súbito,Zona Sul,Média,35,54,Concluído
1701,2025-09-22 11:32:05,Sep,11,APH - Mal Súbito,Centro,Média,34,81,Cancelado
1702,2025-12-10 11:32:05,Dec,11,APH - Mal Súbito,Zona Oeste,Baixa,13,52,Concluído
1703,2025-10-03 11:32:05,Oct,11,Vazamento de Gás,Zona Oeste,Baixa,17,42,Concluído
1704,2025-11-13 11:32:05,Nov,11,APH - Mal Súbito,Zona Sul,Baixa,3,49,Concluído
1705,2025-08-30 11:32:05,Aug,11,Resgate em Altura,Centro,Baixa,17,37,Cancelado
1706,2025-04-11 11:32:05,Apr,11,Incêndio Florestal,Zona Norte,Baixa,12,17,Em Andamento
1707,2025-07-03 11:32:05,Jul,11,Salvamento Aquático,Centro,Baixa,25,28,Em Andamento
1708,2025-10-01 11:32:05,Oct,11,APH - Mal Súbito,Centro,Baixa,15,56,Concluído
1709,2025-03-02 11:32:05,Mar,11,Incêndio Florestal,Zona Sul,Média,19,22,Concluído
1710,2025-04-15 11:32:05,Apr,11,Incêndio em Edifício,Zona Norte,Alta,9,62,Concluído
1711,2025-07-14 11:32:05,Jul,11,Incêndio Florestal,Zona Sul,Baixa,34,58,Concluído
1712,2025-02-05 11:32:05,Feb,11,Resgate em Altura,Zona Oeste,Baixa,19,32,Concluído
1713,2025-05-07 11:32:05,May,11,Incêndio Florestal,Zona Oeste,Baixa,26,49,Concluído
1714,2025-09-06 11:32:05,Sep,11,Resgate em Altura,Região Metropolitana,Baixa,42,28,Concluído
1715,2025-06-13 11:32:05,Jun,11,Incêndio Florestal,Região Metropolitana,Baixa,28,27,Cancelado
1716,2025-03-02 11:32:05,Mar,11,Salvamento Aquático,Zona Sul,Média,1,36,Concluído
1717,2025-11-09 11:32:05,Nov,11,APH - Mal Súbito,Zona Oeste,Baixa,32,36,Concluído
1718,2025-02-28 11:32:05,Feb,11,Incêndio em Edifício,Região Metropolitana,Alta,10,25,Concluído
1719,2025-01-04 11:32:05,Jan,11,Incêndio em Edifício,Zona Oeste,Alta,11,47,Em Andamento
1720,2025-06-05 11:32:05,Jun,11,Resgate em Altura,Zona Norte,Baixa,30,35,Concluído
1721,2025-09-09 11:32:05,Sep,11,Acidente Veicular,Região Metropolitana,Alta,11,25,Concluído
1722,2025-04-26 11:32:05,Apr,11,Acidente Veicular,Região Metropolitana,Média,33,67,Concluído
1723,2025-08-09 11:32:05,Aug,11,Incêndio Florestal,Centro,Média,17,36,Concluído
1724,2025-03-08 11:32:05,Mar,11,Vazamento de Gás,Zona Sul,Média,22,52,Concluído
1725,2025-11-10 11:32:05,Nov,11,Incêndio Florestal,Zona Sul,Baixa,25,52,Concluído
1726,2025-01-01 11:32:05,Jan,11,APH - Mal Súbito,Centro,Alta,11,67,Concluído
1727,2025-06-13 11:32:05,Jun,11,Acidente Veicular,Zona Oeste,Média,29,19,Cancelado
1728,2025-09-29 11:32:05,Sep,11,Incêndio Florestal,Zona Oeste,Média,12,32,Concluído
1729,2025-01-17 11:32:05,Jan,11,Resgate em Altura,Centro,Média,13,29,Concluído
1730,2025-04-22 11:32:05,Apr,11,Incêndio Florestal,Zona Norte,Alta,9,45,Concluído
1731,2025-11-20 11:32:05,Nov,11,Vazamento de Gás,Centro,Baixa,15,24,Concluído
1732,2025-04-13 11:32:05,Apr,11,Incêndio Florestal,Centro,Média,25,43,Concluído
1733,2025-10-21 11:32:05,Oct,11,Resgate em Altura,Zona Norte,Baixa,36,14,Concluído
1734,2025-10-28 11:32:05,Oct,11,Incêndio Florestal,Zona Sul,Baixa,24,38,Concluído
1735,2025-08-01 11:32:05,Aug,11,APH - Mal Súbito,Região Metropolitana,Média,29,47,Concluído
1736,2025-02-20 11:32:05,Feb,11,Resgate em Altura,Centro,Média,42,42,Concluído
1737,2025-01-07 11:32:05,Jan,11,Incêndio em Edifício,Centro,Alta,11,15,Concluído
1738,2025-06-11 11:32:05,Jun,11,Incêndio em Edifício,Região Metropolitana,Alta,9,36,Concluído
1739,2025-05-05 11:32:05,May,11,Vazamento de Gás,Centro,Baixa,47,20,Concluído
1740,2025-10-03 11:32:05,Oct,11,Vazamento de Gás,Zona Oeste,Baixa,22,49,Concluído
1741,2025-06-05 11:32:05,Jun,11,Incêndio Florestal,Zona Norte,Baixa,32,30,Concluído
1742,2025-07-10 11:32:05,Jul,11,Incêndio Florestal,Centro,Média,45,31,Concluído
1743,2025-07-29 11:32:05,Jul,11,Acidente Veicular,Região Metropolitana,Alta,10,32,Concluído
1744,2025-12-07 11:32:05,Dec,11,Resgate em Altura,Zona Oeste,Média,28,44,Concluído
1745,2025-08-23 11:32:05,Aug,11,APH - Mal Súbito,Zona Oeste,Média,28,70,Concluído
1746,2025-08-16 11:32:05,Aug,11,Salvamento Aquático,Região Metropolitana,Média,42,35,Concluído
1747,2025-01-27 11:32:05,Jan,11,Vazamento de Gás,Zona Norte,Baixa,23,40,Concluído
1748,2025-07-19 11:32:05,Jul,11,Incêndio em Edifício,Zona Oeste,Média,27,38,Concluído
1749,2025-10-07 11:32:05,Oct,11,Resgate em Altura,Zona Norte,Baixa,24,51,Cancelado
1750,2025-02-17 11:32:05,Feb,11,APH - Mal Súbito,Zona Norte,Média,30,55,Concluído
1751,2025-02-12 11:32:05,Feb,11,Salvamento Aquático,Zona Oeste,Média,11,17,Concluído
1752,2025-01-28 11:32:05,Jan,11,Vazamento de Gás,Região Metropolitana,Alta,13,53,Concluído
1753,2025-11-09 11:32:05,Nov,11,APH - Mal Súbito,Região Metropolitana,Baixa,18,80,Concluído
1754,2025-08-15 11:32:05,Aug,11,APH - Mal Súbito,Zona Sul,Média,19,75,Concluído
1755,2025-06-17 11:32:05,Jun,11,Salvamento Aquático,Região Metropolitana,Média,28,70,Concluído
1756,2025-06-21 11:32:05,Jun,11,Vazamento de Gás,Zona Norte,Média,19,42,Concluído
1757,2024-12-23 11:32:05,Dec,11,Incêndio Florestal,Centro,Baixa,31,40,Concluído
1758,2025-06-20 11:32:05,Jun,11,Resgate em Altura,Zona Norte,Média,25,16,Concluído
1759,2025-01-15 11:32:05,Jan,11,Salvamento Aquático,Região Metropolitana,Baixa,21,38,Concluído
1760,2025-07-30 11:32:05,Jul,11,Incêndio em Edifício,Zona Norte,Baixa,35,5,Concluído
1761,2025-11-28 11:32:05,Nov,11,Incêndio Florestal,Zona Sul,Alta,14,35,Concluído
1762,2025-10-07 11:32:05,Oct,11,Acidente Veicular,Zona Norte,Alta,10,61,Concluído
1763,2025-08-03 11:32:05,Aug,11,Vazamento de Gás,Zona Oeste,Média,34,63,Concluído
1764,2025-07-05 11:32:05,Jul,11,Resgate em Altura,Zona Norte,Alta,9,45,Concluído
1765,2025-01-13 11:32:05,Jan,11,Salvamento Aquático,Zona Sul,Média,30,47,Concluído
1766,2025-02-09 11:32:05,Feb,11,Incêndio em Edifício,Zona Oeste,Média,3,14,Em Andamento
1767,2025-10-25 11:32:05,Oct,11,Incêndio Florestal,Zona Norte,Média,35,66,Concluído
1768,2025-10-11 11:32:05,Oct,11,APH - Mal Súbito,Região Metropolitana,Alta,13,68,Concluído
1769,2025-04-28 11:32:05,Apr,11,Incêndio em Edifício,Zona Norte,Alta,11,49,Concluído
1770,2025-06-02 11:32:05,Jun,11,APH - Mal Súbito,Região Metropolitana,Baixa,34,58,Concluído
1771,2025-05-18 11:32:05,May,11,Resgate em Altura,Zona Oeste,Média,37,55,Em Andamento
1772,2025-02-11 11:32:05,Feb,11,Incêndio Florestal,Zona Oeste,Alta,13,42,Concluído
1773,2025-06-01 11:32:05,Jun,11,Incêndio em Edifício,Zona Sul,Alta,11,55,Concluído
1774,2025-06-24 11:32:05,Jun,11,Incêndio em Edifício,Zona Norte,Baixa,30,22,Concluído
1775,2025-02-18 11:32:05,Feb,11,Incêndio Florestal,Zona Sul,Alta,11,43,Concluído
1776,2025-08-05 11:32:05,Aug,11,Incêndio Florestal,Zona Sul,Média,25,33,Concluído
1777,2025-07-13 11:32:05,Jul,11,Resgate em Altura,Zona Norte,Média,20,31,Concluído
1778,2025-05-06 11:32:05,May,11,Incêndio Florestal,Região Metropolitana,Baixa,29,21,Concluído
1779,2025-07-20 11:32:05,Jul,11,Salvamento Aquático,Região Metropolitana,Baixa,13,35,Concluído
1780,2025-09-06 11:32:05,Sep,11,Incêndio Florestal,Centro,Baixa,15,48,Concluído
1781,2025-09-10 11:32:05,Sep,11,Acidente Veicular,Zona Norte,Média,37,12,Concluído
1782,2025-06-27 11:32:05,Jun,11,Incêndio Florestal,Região Metropolitana,Média,30,55,Concluído
1783,2025-01-17 11:32:05,Jan,11,Resgate em Altura,Zona Sul,Média,20,50,Concluído
1784,2025-03-26 11:32:05,Mar,11,APH - Mal Súbito,Zona Norte,Média,17,65,Concluído
1785,2025-05-09 11:32:05,May,11,Acidente Veicular,Região Metropolitana,Média,25,29,Concluído
1786,2025-02-21 11:32:05,Feb,11,Salvamento Aquático,Zona Norte,Baixa,12,23,Concluído
1787,2025-07-02 11:32:05,Jul,11,Resgate em Altura,Centro,Baixa,12,53,Concluído
1788,2025-03-07 11:32:05,Mar,11,Vazamento de Gás,Região Metropolitana,Média,21,45,Concluído
1789,2025-09-27 11:32:05,Sep,11,Incêndio em Edifício,Região Metropolitana,Média,31,33,Concluído
1790,2025-06-22 11:32:05,Jun,11,Incêndio Florestal,Zona Sul,Baixa,19,39,Concluído
1791,2025-08-02 11:32:05,Aug,11,Salvamento Aquático,Centro,Baixa,36,34,Concluído
1792,2024-12-19 11:32:05,Dec,11,Salvamento Aquático,Região Metropolitana,Baixa,19,36,Cancelado
1793,2025-10-24 11:32:05,Oct,11,Vazamento de Gás,Região Metropolitana,Baixa,26,47,Concluído
1794,2025-08-07 11:32:05,Aug,11,Incêndio Florestal,Zona Sul,Baixa,15,31,Em Andamento
1795,2025-01-14 11:32:05,Jan,11,Incêndio Florestal,Região Metropolitana,Baixa,22,46,Cancelado
1796,2025-03-21 11:32:05,Mar,11,Incêndio em Edifício,Zona Sul,Alta,11,57,Concluído
1797,2025-08-01 11:32:05,Aug,11,APH - Mal Súbito,Zona Sul,Baixa,13,58,Concluído
1798,2025-09-10 11:32:05,Sep,11,Incêndio Florestal,Zona Oeste,Média,24,37,Concluído
1799,2025-08-06 11:32:05,Aug,11,Salvamento Aquático,Centro,Média,31,59,Concluído
1800,2025-07-05 11:32:05,Jul,11,Resgate em Altura,Centro,Média,25,47,Concluído
1801,2025-06-29 11:32:05,Jun,11,Acidente Veicular,Centro,Média,23,45,Concluído
1802,2025-12-11 11:32:05,Dec,11,Acidente Veicular,Centro,Baixa,12,27,Concluído
1803,2025-09-22 11:32:05,Sep,11,Acidente Veicular,Zona Sul,Alta,10,32,Concluído
1804,2025-05-14 11:32:05,May,11,Resgate em Altura,Zona Sul,Média,15,35,Concluído
1805,2025-01-17 11:32:05,Jan,11,Acidente Veicular,Centro,Média,27,8,Concluído
1806,2025-05-22 11:32:05,May,11,Incêndio Florestal,Zona Oeste,Média,46,34,Concluído
